,,,,,,,,,,,,,,,,,,,,,,,,,,
数据导出日期为2023-02-02，点击企业名称可查看最新数据。更多企业信息请访问：aiqicha.baidu.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
企业名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,电话,更多电话,邮箱,更多邮箱,统一社会信用代码,纳税人识别号,工商注册号,组织机构代码,参保人数,企业类型,所属行业,曾用名,注册地址,最新年报地址,网址,经营范围
深圳市新江辉装修设计有限公司,开业,吴利珍,100万(元),-,2020-05-12,2020-05-12,-,广东省,深圳市,罗湖区,13922833993,-,13922833993@163.com,-,91440300MA5G6D8Y8B,91440300MA5G6D8Y8B,440300210145799,MA5G6D8Y-8,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市罗湖区南湖街道罗湖社区沿河南路1070号罗湖金岸1栋28C室,深圳市罗湖区南湖街道罗湖社区沿河南路1070号罗湖金岸1栋28C室,-,一般经营项目是：室内外装饰工程；木材料、五金产品、石材的批发；水电工程、空调工程的上门安装。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：无
深圳市深汕特别合作区万时创装修装饰工程有限公司,开业,蔡万伟,200万(元),-,2020-03-17,2021-04-13,-,广东省,深圳市,深圳市,18819597172,-,18819597172@139.com,-,91440300MA5G3ETT7A,91440300MA5G3ETT7A,440300209622629,MA5G3ETT-7,0人,有限责任公司,建筑安装业,深圳市深汕特别合作区万祥门窗工程有限公司,深圳市深汕特别合作区鹅埠镇三十米大道往东10米城内市场47号,深圳市深汕特别合作区鹅埠镇三十米大道往东10米城内市场47号,-,一般经营项目是：不锈钢门、不锈钢窗、铝合金门、铝合金窗、实木门、防盗门、防盗网、卷帘门、栅栏门、推拉门、防火门、金属护栏、金属护网、楼梯扶手、玻璃幕墙的设计及销售；天花吊顶销售及上门安装；装修装饰材料、五金材料的销售。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：不锈钢门、不锈钢窗、铝合金门、铝合金窗、实木门、防盗门、防盗网、卷帘门、栅栏门、推拉门、防火门、金属护栏、金属护网、楼梯扶手、玻璃幕墙的生产；装修装饰工程；广告招牌工程；防水补漏工程。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）
深圳市泽拓装修设计有限公司,开业,丁吴德,30万(元),-,2021-06-04,2021-06-30,-,广东省,深圳市,光明区,18975303271,-,867626638@qq.com,-,91440300MA5GTNDE96,91440300MA5GTNDE96,440300213989962,MA5GTNDE-9,0人,有限责任公司(自然人独资),专业技术服务业,-,深圳市光明区马田街道合水口社区合水口新村西区一排4栋415,深圳市光明区马田街道合水口社区合水口新村西区一排4栋415,-,一般经营项目是：家具安装和维修服务；家用电器安装服务；建筑装饰材料销售；金属门窗工程施工；工业设计服务；规划设计管理；专业设计服务；平面设计；工业工程设计服务；广告设计、代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；各类工程建设活动；建设工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市清春装修工程有限公司,开业,曹春生,10万(元),-,2021-09-09,2021-09-09,-,广东省,深圳市,深圳市,13713998605,-,1101497823@qq.com,-,91440300MA5H02GA00,91440300MA5H02GA00,440300214815782,MA5H02GA-0,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市福田区梅林街道梅都社区中康路128号卓越梅林中心广场(北区)2号楼906-86,深圳市福田区梅林街道梅都社区中康路128号卓越梅林中心广场（北区）2号楼906-86,-,"一般经营项目是:家具安装和维修服务;专业设计服务;建筑装饰材料销售;住宅水电安装维护服务;建筑用木料及木材组件加工;金属工具制造;水泥制品销售;建筑材料销售;工程塑料及合成树脂销售;涂料销售(不含危险化学品);合成材料制造(不含危险化学品);工程塑料及合成树脂制造。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动),许可经营项目是:住宅室内装饰装修。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
深圳市鑫昊装修设计工程有限公司,开业,鄢志富,80万(元),-,2021-08-04,2021-08-04,-,广东省,深圳市,龙华区,13808804167,-,-,-,91440300MA5GXDB069,91440300MA5GXDB069,440300214513618,MA5GXDB0-6,0人,有限责任公司(自然人独资),专业技术服务业,-,深圳市龙华区龙华街道华联社区牛地埔东区31号601,深圳市龙华区龙华街道华联社区牛地埔东区31号601,-,一般经营项目是：工程管理服务；建筑装饰材料销售；规划设计管理；工业设计服务；建筑材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：建设工程设计；住宅室内装饰装修；对外承包工程；施工专业作业。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市灿开装修有限公司,开业,王灿开,3万(元),-,2021-04-15,2021-04-15,-,广东省,深圳市,宝安区,13651425278,-,3060663937@qq.com,-,91440300MA5GPTG91Y,91440300MA5GPTG91Y,440300213465665,MA5GPTG9-1,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区松岗街道东方社区上报美路4号102,深圳市宝安区松岗街道东方社区上报美路4号102,-,一般经营项目是：装修工程、装饰工程、建筑工程、钢结构工程、广告工程、市政工程、园林绿化工程的设计与施工；装修材料、建筑材料的销售；国内贸易。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外; 依法须经批准的项目，经相关部门批准后方可开展经营活动），许可经营项目是：无。
深圳市华朗室内外装修工程有限公司,开业,陈冠华,50万(元),-,2021-01-12,2021-01-12,-,广东省,深圳市,龙华区,13682688440,-,1760481359@qq.com,-,91440300MA5GKJND4M,91440300MA5GKJND4M,440300212657023,MA5GKJND-4,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙华区大浪街道同胜社区金城园工业园第一栋203,深圳市龙华区大浪街道同胜社区金城园工业园第一栋203,-,一般经营项目是：建筑装饰装修工程的施工；室内外装饰工程的设计。，许可经营项目是：无
深圳市艺凯装修设计工程有限公司,开业,黄俊凯,50万(元),-,2021-04-21,2021-04-21,-,广东省,深圳市,福田区,15818737004,-,506406495@qq.com,-,91440300MA5GQ7466M,91440300MA5GQ7466M,440300213533209,MA5GQ746-6,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市福田区福田街道福南社区深南中路3039号国际文化大厦1012,深圳市福田区福田街道福南社区深南中路3039号国际文化大厦1012,-,一般经营项目是：室内设计、安装及施工、灯光照明设计与工程施工；建筑设计；建筑装饰工程设计与施工；幕墙设计与施工、消防设计与施工、家具及室内装饰设计与施工、园林绿化景观设计；机电产品设计；建筑材料、五金制品、铝塑材料、厨柜的销售及其它国内贸易。，许可经营项目是：无
深圳市尚亿轩装饰装修工程有限公司,开业,钟玉芳,100万(元),-,2020-09-11,2021-09-16,-,广东省,深圳市,龙岗区,13923435209,-,659710576@qq.com,-,91440300MA5GCXXP0L,91440300MA5GCXXP0L,440300211403905,MA5GCXXP-0,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙城街道爱联社区爱联中段八巷7号101,深圳市龙岗区龙城街道爱联社区爱联中段八巷7号101,-,一般经营项目是：室内外装饰工程的设计、施工、维护；安防工程的设计、施工、维护；装饰材料、建材、五金、家电、家具、办公用品、电子产品、日用百货的销售；国内贸易。，许可经营项目是：
深圳市柳轩居建筑装修工程有限公司,开业,许庆柳,100万(元),100万(元),2020-11-23,2021-01-22,-,广东省,深圳市,龙岗区,13632954308,-,13632954308@qq.com,-,91440300MA5GGKLW86,91440300MA5GGKLW86,440300212074187,MA5GGKLW-8,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙城街道吉祥社区龙腾二路2号西侧101A10,深圳市龙岗区龙城街道吉祥社区龙腾二路2号西侧101A10,-,一般经营项目是：苗木花卉的租赁；建筑劳务分包，旅游景区经营。园林景观绿化施工设计；园林信息咨询，园林技术管理，造林工程施工；建筑装修装饰工程、土石方工程，水利水电工程。，许可经营项目是：无
深圳市恒居装修装饰有限责任公司,开业,陈忠辉,105万(元),-,2020-03-17,2020-08-14,-,广东省,深圳市,龙岗区,13048100021,-,634238422@qq.com,-,91440300MA5G3E072K,91440300MA5G3E072K,440300209617158,MA5G3E07-2,0人,有限责任公司,批发业,-,深圳市龙岗区横岗街道怡锦社区康乐路88号悦山湖2栋J座S97,深圳市龙岗区横岗街道怡锦社区康乐路88号悦山湖2栋J座S97,-,"一般经营项目是：铝合金及不锈钢制品的设计;建筑装饰产品的研发及信息咨询,品牌形象策划及咨询，建材销售代理。室内外装饰装修工程、建筑幕墙工程、金属铝合金门窗工程、建筑智能化工程消防工程、建筑工程、土建工程、市政道路工程、照明工程、园林绿化工程、道路景观工程、钢结构工程、防水工程、防水防腐保温、机电工程、环保工程、电子与智能化工程、软装家具、市政公用工程的设计、施工。，许可经营项目是："
深圳市辰信装修设计有限责任公司,开业,李周合,50万(元),-,2020-10-27,2020-10-27,-,广东省,深圳市,龙岗区,18878257445,-,18878257445@163.com,-,91440300MA5GF3UK50,91440300MA5GF3UK50,440300211804848,MA5GF3UK-5,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区坂田街道象角塘社区宝吉路16号福民达科创中心四层424,深圳市龙岗区坂田街道象角塘社区宝吉路16号福民达科创中心四层424,-,一般经营项目是：室内室外装饰工程、水电工程、机电工程、园林绿化工程的设计、施工；装饰材料、家居用品、五金配件的购销；信息咨询；企业管理咨询；展览展示策划。，许可经营项目是：无
深圳市华屹装修材料有限公司,开业,欧宗典,50万(元),-,2021-06-18,2021-06-18,-,广东省,深圳市,龙华区,13802212049,-,13802212049@139.com,-,91440300MA5GUB2C5H,91440300MA5GUB2C5H,440300214108884,MA5GUB2C-5,0人,有限责任公司(自然人独资),批发业,-,深圳市龙华区大浪街道浪口社区浪口工业区81栋1层103,深圳市龙华区大浪街道浪口社区浪口工业区81栋1层103,-,一般经营项目是：建筑装饰材料销售；日用玻璃制品销售；玻璃仪器销售；灯具销售；针纺织品销售；生态环境材料销售；功能玻璃和新型光学材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：建设工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市广厦装修材料有限公司,开业,昌花平,50万(元),-,2021-04-08,2021-04-08,-,广东省,深圳市,罗湖区,13825207466,-,454497620@qq.com,-,91440300MA5GPDMD9A,91440300MA5GPDMD9A,440300213390173,MA5GPDMD-9,-,有限责任公司(自然人独资),批发业,-,深圳市罗湖区东湖街道翠湖社区布心路1012号布心花园二区1栋410,深圳市罗湖区东湖街道翠湖社区布心路1012号布心花园二区1栋410,-,一般经营项目是：建筑材料的销售；装饰装修工程；净化设备的技术开发与销售；国内贸易，从事货物及技术的进出口业务（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：无
深圳市建达装修装饰有限公司,开业,黄旭伟,50万(元),-,2020-10-12,2020-10-12,-,广东省,深圳市,宝安区,13430066340,-,13430066340@139.cn,-,91440300MA5GE4PR88,91440300MA5GE4PR88,440300211617722,MA5GE4PR-8,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区松岗街道松涛社区东新一巷10号(楼二)201,深圳市宝安区松岗街道松涛社区东新一巷10号（楼二）201,-,一般经营项目是：建材、装饰材料批发；室内装饰设计服务；室内装饰、装修；水电施工；防水工程；木质装饰材料零售；建筑工程;园林绿化工程；土木工程技术咨询服务；农业园艺服务；花盆栽培植物零售；国内贸易；林业产品批发；风景园林工程设计服务；建筑材料设计、咨询服务；涂料批发零售；土木建筑工程研究服务；风景园林工程的技术研究、开发；红木家具零售；建筑工程后期装饰、装修和清理；房屋建筑工程施工；室外幕墙；景观和绿地设施工程施工；景观和绿地设施工程设计服务。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：无
深圳市卓鑫建筑装修工程有限公司,开业,杨会云,50万(元),-,2020-06-04,2020-06-04,-,广东省,深圳市,罗湖区,13683988397,-,792964296@qq.com,-,91440300MA5G7Q3W0B,91440300MA5G7Q3W0B,440300210380654,MA5G7Q3W-0,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市罗湖区南湖街道嘉北社区南湖路3042号粤海花园紫荆阁6C,深圳市罗湖区南湖街道嘉北社区南湖路3042号粤海花园紫荆阁6C,-,一般经营项目是：建筑劳务分包；市政工程；建筑装饰工程；水利水电工程；铁路工程；机场建设工程；钢结构工程；体育场馆设施施工；污水管道工程；道路照明工程；电力工程；航道工程；河道疏浚工程；河湖治理工程；桥梁工程；隧道工程；燃气管道安装工程；建筑防水工程；防腐保温工程；机电设备安装工程；土石方工程；拆除工程；园林绿化工程；建筑工程；货物运输；消防工程。（企业经营涉及前置性行政许可的，须取得前置性行政许可文件后方可经营），许可经营项目是：无
深圳市众赢装修装饰有限公司,开业,赵会召,50万(元),-,2020-01-13,2020-01-13,-,广东省,深圳市,福田区,13005487258,-,13005487258@163.com,13005487258@qq.com,91440300MA5G1TEY22,91440300MA5G1TEY22,440300209272939,MA5G1TEY-2,1人,有限责任公司(自然人独资),批发业,-,深圳市福田区福田街道福华社区福华路21号福侨大厦A座10B,深圳市福田区福田街道福华社区福华路21号福侨大厦A座10B,-,一般经营项目是：建筑室内室外装修装饰工程、室内水电工程、机电工程、园林绿化工程、建筑智能化工程、钢结构工程；五金建材、装饰材料、建筑材料、电子产品、通信设备、安防用品、五金制品、五金配件、钢材、装饰材料的批发与零售；建筑装饰设计;平面设计;建筑装饰工程造价咨询，工程劳务分包，国内贸易。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
深圳市海宇通装修设计有限公司,开业,张晓英,100万(元),-,2020-04-24,2022-02-23,2020-04-24 至 9999-12-31,广东省,深圳市,福田区,13316911104,0755-82549603,1258771637@qq.com,99444707@qq.com,91440300MA5G5H7D50,91440300MA5G5H7D50,440300210008411,MA5G5H7D-5,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市福田区福田街道福南社区深南中路3027号嘉汇新城汇商中心181802房,深圳市罗湖区黄贝街道文华社区北斗路10号文锦市场综合楼二层8号,-,一般经营项目是：建筑材料的技术开发及销售；国内贸易；经营进出口业务；建筑工程、市政公用工程、石油化工工程、机电工程的施工总承包；地基与基础工程、起重设备安装工程、桥梁工程、隧道工程、钢结构工程、古建筑工程、城市及道路照明工程、输变电工程、环保工程的设计与施工；承担各类施工劳务作业；模板脚手架、电子与建筑智能化工程、消防设施工程、防水防腐保温工程、建筑装修装饰工程、建筑幕墙工程的设计与施工；室内外装饰设计（不含禁止、限制项目）；装饰工程、园林绿化工程的设计、建筑装饰材料、建材的销售、水电安装工程、LED灯工程设计、咨询服务、设计服务、施工；水电、水利工程设计；金属门窗工程设计、施工；土木工程设计、施工。（企业经营涉及前置性行政许可的，须取得前置性行政许可文件后方可经营），许可经营项目是：保安服务。
深圳市金羽诚建筑装修工程有限公司,开业,郑映藩,100万(元),-,2020-01-13,2020-01-13,-,广东省,深圳市,宝安区,13692111795,-,848048208@qq.com,-,91440300MA5G1UGW1F,91440300MA5G1UGW1F,440300209281048,MA5G1UGW-1,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区西乡街道劳动社区西乡大道288号华丰总部经济大厦D座210,深圳市宝安区西乡街道劳动社区西乡大道288号华丰总部经济大厦D座210,-,一般经营项目是：室内外装饰工程、建筑工程、水电安装工程的设计与施工；市政工程的施工；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。，许可经营项目是：园林绿化工程的设计与施工。
深圳市有易诚装修防水有限公司,开业,武青海,100万(元),-,2020-06-03,2020-06-03,-,广东省,深圳市,龙岗区,13689591192,-,10103050042@qq.com,-,91440300MA5G7PJ91Q,91440300MA5G7PJ91Q,440300210377537,MA5G7PJ9-1,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区横岗街道四联社区贤德四巷2号205,深圳市龙岗区横岗街道四联社区贤德四巷2号205,-,一般经营项目是：防水工程施工；建筑渗漏维修；涂料销售与施工；防水材料的销售；室内装修；建筑装饰工程；建筑装饰设计；室内装潢设计；技术服务及咨询；建筑装饰材料的销售。，许可经营项目是：
深圳市荣云装修装饰有限公司,开业,张云钧,50万(元),-,2021-04-25,2021-04-25,-,广东省,深圳市,宝安区,13825236488,-,676553@qq.com,-,91440300MA5GQELY2F,91440300MA5GQELY2F,440300213576921,MA5GQELY-2,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区新安街道兴东社区69区洪浪北二路26号信义领御研发中心8栋1809,深圳市宝安区新安街道兴东社区69区洪浪北二路26号信义领御研发中心8栋1809,-,一般经营项目是：投资兴办实业（具体项目另行申报）、建材贸易、模板方木、铝合金、大理石、花岗石、人造石、建筑石材的销售；经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；建筑设备、机械设备的租赁；计算机软硬件、办公自动化设备、控制器用的塑胶、五金产品、电子配件的研发与销售；国内贸易。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：建筑装饰的施工；室内装潢工程、建筑工程的设计与施工。
深圳市尚层装修装饰设计有限公司,开业,陈利明,100万(元),-,2020-03-02,2020-03-26,-,广东省,深圳市,福田区,18857958298,-,2099870845@qq.com,-,91440300MA5G2Q7H6J,91440300MA5G2Q7H6J,440300209480211,MA5G2Q7H-6,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市福田区华强北街道荔村社区振兴路120号赛格科技园2栋东622-6C,深圳市福田区华强北街道荔村社区振兴路120号赛格科技园2栋东622-6C,-,一般经营项目是：建筑材料、装修材料、五金建材、灯具、洁具、厨具、家用电器、机械产品、塑胶材料的销售与设计；硅胶材料、稳压电源、防雷产品、安防类电子产品、通讯设备及配件、仪器仪表、光学仪器、电脑周边设备、服装服饰、服装辅料、箱包、皮革、不间断电源、稳压电源、防雷产品、安防类电子产品、计算机软硬件产品的销售；国内贸易，经营进出口业务；建筑工程施工、室内外装修装饰工程（取得建设行政主管部门颁发的资质证书方可经营）；电气安装工程；管道和设备安装工程。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
深圳市三洲装修装饰工程有限公司,开业,李耀兵,50万(元),-,2021-08-05,2021-08-05,-,广东省,深圳市,龙华区,15986736482,-,568641326@qq.com,-,91440300MA5GXE535E,91440300MA5GXE535E,440300214518698,MA5GXE53-5,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙华区龙华街道松和社区共和新村22栋903,深圳市龙华区龙华街道松和社区共和新村22栋903,-,一般经营项目是：家具安装和维修服务；建筑装饰材料销售；体育场地设施工程施工；土石方工程施工；房屋拆迁服务；信息技术咨询服务；住宅水电安装维护服务；金属门窗工程施工；五金产品批发；五金产品零售；建筑材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；建筑智能化工程施工；建筑智能化系统设计；电气安装服务；对外承包工程；消防设施工程施工；建筑劳务分包；建筑物拆除作业（爆破作业除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市富斯福装修设计工程有限公司,开业,傅镇城,100万(元),-,2020-05-29,2020-05-29,-,广东省,深圳市,宝安区,13699777868,13927456326,787981629@qq.com,-,91440300MA5G7FL705,91440300MA5G7FL705,440300210330010,MA5G7FL7-0,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区西乡街道臣田社区宝田工业区60栋408,深圳市宝安区西乡街道臣田社区宝田工业区60栋408,-,一般经营项目是：工程造价咨询；建筑装潢材料的销售；建筑幕墙工程的上门安装；机电设备的上门安装与施工；水电安装工程的施工；暖通工程的施工；园林绿化工程的设计与施工；电器工程的施工；国内贸易。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：建筑装饰装修工程的设计与施工。
深圳市口山室内装修设计有限公司,开业,刘雅瑄,100万(元),-,2021-03-22,2022-10-31,2021-03-22 至 9999-12-31,广东省,深圳市,福田区,15114636363,-,1033619971@qq.com,-,91440300MA5GNF4R3A,91440300MA5GNF4R3A,440300280389208,MA5GNF4R-3,-,有限责任公司(港澳台投资、非独资),建筑装饰、装修和其他建筑业,-,深圳市福田区福田街道福安社区民田路178号华融大厦3104A28,深圳市福田区福田街道福安社区民田路178号华融大厦812G4,-,一般经营项目是：室内设计、软装设计，装修装饰设计；室内外装饰工程设计、施工，环境艺术设计，家具、家居饰品设计与销售；国内贸易；货物及技术进出口。（不涉及外商投资准入特别管理措施），许可经营项目是：无
深圳市昌隆装修拆除有限公司,开业,唐天辉,100万(元),-,2021-04-20,2022-09-13,2021-04-20 至 9999-12-31,广东省,深圳市,罗湖区,15820490506,-,15820490506@qq.com,-,91440300MA5GQ4J20Q,91440300MA5GQ4J20Q,440300213519173,MA5GQ4J2-0,-,有限责任公司(自然人独资),批发业,深圳市纵影科技有限公司,深圳市罗湖区东门街道东门社区解放路1001号东港中心20G,深圳市龙华区民治街道新牛社区深惠科技园2栋408,-,一般经营项目是：电子产品、电子元器件、数码产品、通讯产品、电脑及手机配件的销售；经营电子商务。国内贸易代理；五金产品批发；家具销售；体育用品及器材批发；日用百货销售。房屋拆迁服务；建筑材料销售；轻质建筑材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；建筑物拆除作业（爆破作业除外）；再生资源回收（除生产性废旧金属）；再生资源销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市恒博阳装修装饰有限公司,开业,李金阳,100万(元),-,2021-08-23,2022-11-10,2021-08-23 至 9999-12-31,广东省,深圳市,福田区,13662602604,-,13662602604@163.com,-,91440300MA5GY6NX94,91440300MA5GY6NX94,440300214658391,MA5GY6NX-9,0人,有限责任公司(自然人独资),零售业,-,深圳市福田区福田街道福山社区福华三路与金田路交界处东南侧卓越世纪中心、皇岗商务中心4号楼2207,深圳市福田区福田街道福山社区福华三路与金田路交界处东南侧卓越世纪中心、皇岗商务中心3号楼2210,-,一般经营项目是：日用家电零售；日用百货销售；家用电器销售；家用电器零配件销售；建筑材料销售；轻质建筑材料销售；电子产品销售；机械设备销售；金属制品销售；橡胶制品销售；玩具销售；国内贸易代理；家具安装和维修服务；建筑装饰材料销售；建筑工程用机械销售；建筑陶瓷制品销售；地板销售；光缆销售；建筑用金属配件销售；建筑防水卷材产品销售；建筑砌块销售；门窗销售；配电开关控制设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：建筑智能化工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）；住宅室内装饰装修；建设工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市金名装修设计有限公司,开业,白玲,20万(元),-,2020-05-11,2020-05-11,-,广东省,深圳市,坪山区,13823109460,-,1072913997@qq.com,-,91440300MA5G68KX22,91440300MA5G68KX22,440300210122625,MA5G68KX-2,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市坪山区马峦街道坪环社区东城环路4128号A栋A-03-06,深圳市坪山区马峦街道坪环社区东城环路4128号A栋A-03-06,-,一般经营项目是：批发零售：建筑材料、电子材料、五金配件、家具、日用品、办公用品、电子产品、通讯器材、机电设备。，许可经营项目是：室内外装饰工程、建筑工程、园林景观工程设计与施工。
深圳市瑞吉装饰装修有限公司,开业,吴大明,20万(元),20万(元),2020-05-22,2020-05-22,-,广东省,深圳市,福田区,13883498211,-,332853408@163.com,-,91440300MA5G726G3A,91440300MA5G726G3A,440300210254640,MA5G726G-3,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市福田区福保街道石厦社区石厦西村89号101,深圳市福田区福保街道石厦社区石厦西村89号101,-,一般经营项目是：建筑室内外装饰装修工程、市政工程、园林绿化工程、水电工程、防水工程、排水工程、综合布线工程、暖通工程、修缮工程；高空作业工程；建筑劳务分包；家政服务；电子产品的上门安装；家具、灯具、家用电器、装饰用品、家居用品、建材、消防材料的销售；国内贸易；经营进出口业务。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：无
深圳市棕玲装修设计有限公司,开业,朱文俊,20万(元),-,2020-12-10,2020-12-10,-,广东省,深圳市,罗湖区,13202456992,-,-,-,91440300MA5GHQBF7E,91440300MA5GHQBF7E,440300212291374,MA5GHQBF-7,-,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市罗湖区翠竹街道翠宁社区太宁路99号翠苑小区5栋一单元012,深圳市罗湖区翠竹街道翠宁社区太宁路99号翠苑小区5栋一单元012,-,一般经营项目是：装饰装修工程；房地产营销策划；展台设计；建筑材料的销售；从事广告业务（法律、行政法规规定应进行广告经营审批登记的，另行办理审批登记后方可经营）。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：无
深圳市荣兴装饰装修有限公司,开业,黄千库,10万(元),-,2020-10-09,2020-10-09,-,广东省,深圳市,宝安区,13714802899,-,13714802899@qq.com,-,91440300MA5GDYB635,91440300MA5GDYB635,440300211588337,MA5GDYB6-3,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区燕罗街道燕川社区东八巷4号101,深圳市宝安区燕罗街道燕川社区东八巷4号101,-,一般经营项目是：室内外装饰工程的设计；装饰材料、五金建材、家具、办公用品、饰品的销售；国内贸易，货物及技术进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：装修装饰工程、建筑工程、建筑智能化工程的设计与施工。
深圳市永燊旺装修设计有限公司,开业,黎傅勇,30万(元),-,2021-07-19,2021-07-19,-,广东省,深圳市,罗湖区,18244977628,-,18244977628@163.com,-,91440300MA5GWMCA32,91440300MA5GWMCA32,440300214375244,MA5GWMCA-3,0人,有限责任公司,专业技术服务业,-,深圳市罗湖区南湖街道罗湖社区南湖路2007号置地逸轩A座9K,深圳市罗湖区南湖街道罗湖社区南湖路2007号置地逸轩A座9K,-,一般经营项目是：建筑材料销售；规划设计管理；工业设计服务；园林绿化工程施工；建筑装饰材料销售；专业设计服务；照明器具销售；家具销售；灯具销售；国内贸易代理；互联网销售（除销售需要许可的商品）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；建设工程设计；各类工程建设活动；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
